"Dataset" "Model" "R_squared"
"58" "Training Cohort" "Model" 0.132918844613676
"59" "Training Cohort" "Model" 0.163819141058183
"60" "Training Cohort" "Model" 0.145061421249045
"61" "Training Cohort" "Model" 0.159449820963899
"62" "Training Cohort" "Model" 0.134361199267134
"63" "Training Cohort" "Model" 0.143450850895053
"64" "Training Cohort" "Model" 0.157140373632763
"65" "Training Cohort" "Model" 0.12944838353918
"66" "Training Cohort" "Model" 0.133260282919731
"67" "Training Cohort" "Model" 0.178140670211289
"68" "Training Cohort" "Model" 0.164288734509945
"69" "Training Cohort" "Model" 0.149347776779794
"70" "Training Cohort" "Model" 0.137777491420334
"71" "Training Cohort" "Model" 0.141871694884922
"72" "Training Cohort" "Model" 0.117915784568475
"73" "Training Cohort" "Model" 0.185937084868737
"74" "Training Cohort" "Model" 0.122938057936449
"75" "Training Cohort" "Model" 0.135872070411971
"76" "Training Cohort" "Model" 0.134573736810293
"77" "Training Cohort" "Model" 0.164265005444017
"78" "Training Cohort" "Model" 0.188500819787445
"79" "Training Cohort" "Model" 0.156923931695414
"80" "Training Cohort" "Model" 0.160932008505879
"81" "Training Cohort" "Model" 0.150485402698879
"82" "Training Cohort" "Model" 0.164009747397218
"83" "Training Cohort" "Model" 0.125817053212488
"84" "Training Cohort" "Model" 0.137029626488626
"85" "Training Cohort" "Model" 0.123853945951484
"86" "Training Cohort" "Model" 0.159682358980511
"87" "Training Cohort" "Model" 0.165949676819738
"88" "Training Cohort" "Model" 0.136420037258438
"89" "Training Cohort" "Model" 0.157484326780945
"90" "Training Cohort" "Model" 0.145830579781604
"91" "Training Cohort" "Model" 0.173615977908545
"92" "Training Cohort" "Model" 0.120053179529865
"93" "Training Cohort" "Model" 0.120271606387653
"94" "Training Cohort" "Model" 0.140842018824954
"95" "Training Cohort" "Model" 0.162477792298241
"96" "Training Cohort" "Model" 0.141241259947872
"97" "Training Cohort" "Model" 0.15017527426277
"98" "Training Cohort" "Model" 0.154396547357584
"99" "Training Cohort" "Model" 0.134034485393658
"100" "Training Cohort" "Model" 0.150288873258233
"101" "Training Cohort" "ELN" 0.106290294962546
"102" "Training Cohort" "ELN" 0.133997119791642
"103" "Training Cohort" "ELN" 0.132125849512992
"104" "Training Cohort" "ELN" 0.126836224621475
"105" "Training Cohort" "ELN" 0.124911781866224
"106" "Training Cohort" "ELN" 0.111340224498772
"107" "Training Cohort" "ELN" 0.105613902338405
"108" "Training Cohort" "ELN" 0.120202904419956
"109" "Training Cohort" "ELN" 0.119403541033623
"110" "Training Cohort" "ELN" 0.122297772226404
"111" "Training Cohort" "ELN" 0.110110167118691
"112" "Training Cohort" "ELN" 0.117594770610387
"113" "Training Cohort" "ELN" 0.132542188400048
"114" "Training Cohort" "ELN" 0.106286962813225
"115" "Training Cohort" "ELN" 0.118016974335691
"116" "Training Cohort" "ELN" 0.10840089869713
"117" "Training Cohort" "ELN" 0.0882173420040805
"118" "Training Cohort" "ELN" 0.124479758466861
"119" "Training Cohort" "ELN" 0.0978693746009248
"120" "Training Cohort" "ELN" 0.0981875353475921
"121" "Training Cohort" "ELN" 0.127743572695976
"122" "Training Cohort" "ELN" 0.105207843872736
"123" "Training Cohort" "ELN" 0.112882547288057
"124" "Training Cohort" "ELN" 0.130430037533944
"125" "Training Cohort" "ELN" 0.153770703349273
"126" "Training Cohort" "ELN" 0.13127388056819
"127" "Training Cohort" "ELN" 0.141532575198356
"128" "Training Cohort" "ELN" 0.119095867501543
"129" "Training Cohort" "ELN" 0.124775011781303
"130" "Training Cohort" "ELN" 0.111886998542453
"131" "Training Cohort" "ELN" 0.113870251501532
"132" "Training Cohort" "ELN" 0.112731118402802
"133" "Training Cohort" "ELN" 0.125263958129442
"134" "Training Cohort" "ELN" 0.13652001476183
"135" "Training Cohort" "ELN" 0.132445977255547
"136" "Training Cohort" "ELN" 0.12691033309346
"137" "Training Cohort" "ELN" 0.135149898715954
"138" "Training Cohort" "ELN" 0.124617424903376
"139" "Training Cohort" "ELN" 0.107620050774063
"140" "Training Cohort" "ELN" 0.123952811319145
"141" "Training Cohort" "ELN" 0.129167802190016
"142" "Training Cohort" "ELN" 0.108168761927685
"143" "Training Cohort" "ELN" 0.108293438468556
"144" "Training Cohort" "ELN" 0.123061298255931
"145" "Training Cohort" "ELN" 0.103573734526825
"146" "Training Cohort" "ELN" 0.147044807154423
"147" "Training Cohort" "ELN" 0.111923119723337
"148" "Training Cohort" "ELN" 0.128372520041763
"149" "Training Cohort" "ELN" 0.0877691924263091
"150" "Training Cohort" "ELN" 0.108605815029053
"151" "Training Cohort" "ELN" 0.117595747943463
"152" "Training Cohort" "ELN" 0.106892563094915
"153" "Training Cohort" "ELN" 0.104691177332722
"154" "Training Cohort" "ELN" 0.151910623320615
"155" "Training Cohort" "ELN" 0.13758599314859
"156" "Training Cohort" "ELN" 0.132897946472352
"157" "Training Cohort" "ELN" 0.109933676521169
"158" "Training Cohort" "ELN" 0.1192196843224
"159" "Training Cohort" "ELN" 0.13977371158663
"160" "Training Cohort" "ELN" 0.122789108784762
"161" "Training Cohort" "ELN" 0.137407755260639
"162" "Training Cohort" "ELN" 0.121596780802544
"163" "Training Cohort" "ELN" 0.112690585689503
"164" "Training Cohort" "ELN" 0.112879369086297
"165" "Training Cohort" "ELN" 0.102549031477928
"166" "Training Cohort" "ELN" 0.122463103678227
"167" "Training Cohort" "ELN" 0.126900211193314
"168" "Training Cohort" "ELN" 0.137551585400923
"169" "Training Cohort" "ELN" 0.114291727904631
"170" "Training Cohort" "ELN" 0.109040615300835
"171" "Training Cohort" "ELN" 0.116726929644052
"172" "Training Cohort" "ELN" 0.0933709650369537
"173" "Training Cohort" "ELN" 0.149401875516822
"174" "Training Cohort" "ELN" 0.117256527529428
"175" "Training Cohort" "ELN" 0.0983482481113237
"176" "Training Cohort" "ELN" 0.0969298109817865
"177" "Training Cohort" "ELN" 0.129574000550848
"178" "Training Cohort" "ELN" 0.14443808730226
"179" "Training Cohort" "ELN" 0.117582403620006
"180" "Training Cohort" "ELN" 0.142524318936427
"181" "Training Cohort" "ELN" 0.119804482518398
"182" "Training Cohort" "ELN" 0.12401785274799
"183" "Training Cohort" "ELN" 0.0937881135630204
"184" "Training Cohort" "ELN" 0.112574946375509
"185" "Training Cohort" "ELN" 0.108067723359214
"186" "Training Cohort" "ELN" 0.121187206715717
"187" "Training Cohort" "ELN" 0.127292335776585
"188" "Training Cohort" "ELN" 0.102680475023711
"189" "Training Cohort" "ELN" 0.123892744072695
"190" "Training Cohort" "ELN" 0.118694320293405
"191" "Training Cohort" "ELN" 0.141717586416559
"192" "Training Cohort" "ELN" 0.0926478696245508
"193" "Training Cohort" "ELN" 0.100332931878576
"194" "Training Cohort" "ELN" 0.124152223075389
"195" "Training Cohort" "ELN" 0.135444515752017
"196" "Training Cohort" "ELN" 0.110326893999018
"197" "Training Cohort" "ELN" 0.106133178621665
"198" "Training Cohort" "ELN" 0.122601293539718
"199" "Training Cohort" "ELN" 0.0954228168648925
"200" "Training Cohort" "ELN" 0.122771774303999
